
Sales Person,Geography,Product,Date,Amount,Boxes,
Jehu Rudeforth,Canada,Mint Chip Choco,29/12/2021,"$19,509 ",1610,
Curtice Advani,India,Peanut Butter Cubes,29/12/2021,"$13,741 ",700,
Kelci Walkden,Australia,Drinking Coco,29/12/2021,"$1,365 ",51,
Kelci Walkden,UK,Raspberry Choco,29/12/2021,"$9,422 ",429,
Wilone O'Kielt,UK,Caramel Stuffed Bars,29/12/2021,"$7,630 ",449,
Gigi Bohling,New Zealand,Eclairs,29/12/2021,"$3,486 ",498,
Jehu Rudeforth,Australia,Organic Choco Syrup,29/12/2021,"$1,967 ",90,
Kaine Padly,India,Mint Chip Choco,29/12/2021,"$4,732 ",338,
Ches Bonnell,India,Mint Chip Choco,29/12/2021,"$1,792 ",150,
Ches Bonnell,UK,Eclairs,29/12/2021,"$9,212 ",1540,
Gigi Bohling,UK,Peanut Butter Cubes,29/12/2021,"$8,036 ",473,
Marney O'Breen,UK,Orange Choco,29/12/2021,"$2,009 ",101,
Roddy Speechley,New Zealand,Manuka Honey Choco,29/12/2021,$847 ,39,
Brien Boise,India,White Choc,29/12/2021,"$4,907 ",409,
Van Tuxwell,UK,Eclairs,29/12/2021,"$3,374 ",482,
Kelci Walkden,Australia,Choco Coated Almonds,29/12/2021,"$7,063 ",643,
Roddy Speechley,India,Eclairs,29/12/2021,"$9,310 ",1190,
Kelci Walkden,Canada,85% Dark Bars,29/12/2021,"$4,543 ",253,
Andria Kimpton,USA,Milk Bars,29/12/2021,"$5,754 ",339,
Roddy Speechley,USA,70% Dark Bites,29/12/2021,"$7,441 ",1050,
Mallorie Waber,Canada,99% Dark & Pure,29/12/2021,$938 ,41,
Madelene Upcott,UK,Almond Choco,29/12/2021,"$1,764 ",118,
Karlen McCaffrey,Australia,Smooth Sliky Salty,29/12/2021,"$5,999 ",980,
Husein Augar,Canada,70% Dark Bites,29/12/2021,"$3,668 ",459,
Jan Morforth,UK,Organic Choco Syrup,29/12/2021,"$2,184 ",100,
Gunar Cockshoot,Australia,Orange Choco,29/12/2021,"$2,870 ",160,
Camilla Castle,India,99% Dark & Pure,29/12/2021,"$5,635 ",235,
Jehu Rudeforth,USA,99% Dark & Pure,29/12/2021,$602 ,27,
Husein Augar,USA,Manuka Honey Choco,29/12/2021,$798 ,37,
Dennison Crosswaite,Canada,50% Dark Bites,29/12/2021,"$1,694 ",63,
Barr Faughny,Canada,70% Dark Bites,29/12/2021,"$7,798 ",980,
Oby Sorrel,USA,After Nines,29/12/2021,"$1,372 ",81,
Jehu Rudeforth,UK,Baker's Choco Chips,29/12/2021,"$11,102 ",483,
Marney O'Breen,Australia,Choco Coated Almonds,29/12/2021,"$5,397 ",540,
Camilla Castle,India,50% Dark Bites,29/12/2021,"$1,778 ",69,
Kaine Padly,India,Spicy Special Slims,29/12/2021,"$3,374 ",338,
Karlen McCaffrey,New Zealand,Smooth Sliky Salty,29/12/2021,"$8,022 ",1120,
Rafaelita Blaksland,India,Mint Chip Choco,29/12/2021,"$8,071 ",577,
Barr Faughny,Australia,Milk Bars,30/12/2021,"$3,465 ",231,
Rafaelita Blaksland,UK,After Nines,30/12/2021,"$8,960 ",560,
Oby Sorrel,UK,Milk Bars,30/12/2021,"$11,438 ",770,
Kelci Walkden,Canada,Manuka Honey Choco,30/12/2021,"$8,624 ",375,
Andria Kimpton,India,85% Dark Bars,30/12/2021,"$7,021 ",391,
Andria Kimpton,Australia,Almond Choco,30/12/2021,"$3,934 ",281,
Camilla Castle,Canada,Manuka Honey Choco,30/12/2021,"$8,575 ",409,
Husein Augar,UK,White Choc,30/12/2021,"$2,842 ",237,
Beverie Moffet,India,Manuka Honey Choco,30/12/2021,"$4,368 ",208,
Gunar Cockshoot,Australia,Caramel Stuffed Bars,30/12/2021,$553 ,35,
Kaine Padly,Canada,99% Dark & Pure,30/12/2021,"$7,609 ",346,
Mallorie Waber,India,Eclairs,30/12/2021,$644 ,81,
Barr Faughny,Australia,Mint Chip Choco,30/12/2021,"$12,726 ",1050,
Wilone O'Kielt,Canada,Choco Coated Almonds,30/12/2021,"$2,639 ",220,
Kaine Padly,Canada,Smooth Sliky Salty,30/12/2021,"$8,701 ",1120,
Rafaelita Blaksland,UK,Manuka Honey Choco,30/12/2021,$35 ,2,
Jehu Rudeforth,India,Raspberry Choco,30/12/2021,"$2,506 ",120,
Kaine Padly,Canada,Organic Choco Syrup,30/12/2021,"$13,783 ",600,
Madelene Upcott,Australia,50% Dark Bites,30/12/2021,"$8,988 ",346,
Wilone O'Kielt,Australia,85% Dark Bars,30/12/2021,"$13,909 ",770,
Dotty Strutley,India,Spicy Special Slims,30/12/2021,"$1,869 ",208,
Husein Augar,Australia,After Nines,30/12/2021,"$3,787 ",211,
Roddy Speechley,Australia,Manuka Honey Choco,30/12/2021,$770 ,37,
Beverie Moffet,Australia,Peanut Butter Cubes,30/12/2021,"$15,379 ",840,
Roddy Speechley,New Zealand,Caramel Stuffed Bars,30/12/2021,"$4,886 ",288,
Dennison Crosswaite,Australia,Organic Choco Syrup,30/12/2021,"$7,644 ",333,
Karlen McCaffrey,New Zealand,Almond Choco,30/12/2021,"$6,279 ",393,
Curtice Advani,India,Choco Coated Almonds,30/12/2021,"$13,923 ",1260,
Jan Morforth,New Zealand,Caramel Stuffed Bars,30/12/2021,"$1,428 ",84,
Barr Faughny,Australia,Choco Coated Almonds,30/12/2021,"$3,969 ",397,
Ches Bonnell,Canada,Almond Choco,31/12/2021,"$11,872 ",770,
Kaine Padly,New Zealand,Drinking Coco,31/12/2021,"$8,442 ",313,
Gigi Bohling,UK,Milk Bars,31/12/2021,"$4,830 ",302,
Husein Augar,USA,Eclairs,31/12/2021,"$6,671 ",840,
Jehu Rudeforth,Canada,After Nines,31/12/2021,"$5,712 ",336,
Barr Faughny,USA,85% Dark Bars,31/12/2021,"$1,925 ",97,
Husein Augar,USA,Baker's Choco Chips,31/12/2021,"$6,398 ",291,
Dotty Strutley,USA,Organic Choco Syrup,31/12/2021,"$11,263 ",470,
Jan Morforth,UK,Milk Bars,31/12/2021,"$7,854 ",491,
Ches Bonnell,Canada,Peanut Butter Cubes,31/12/2021,"$8,309 ",462,
Andria Kimpton,India,Fruit & Nut Bars,31/12/2021,"$2,751 ",197,
Jan Morforth,UK,Baker's Choco Chips,31/12/2021,"$2,212 ",93,
Madelene Upcott,Australia,85% Dark Bars,31/12/2021,$308 ,16,
Jan Morforth,New Zealand,Baker's Choco Chips,31/12/2021,"$4,438 ",193,
Gunar Cockshoot,New Zealand,Smooth Sliky Salty,31/12/2021,"$2,296 ",287,
Rafaelita Blaksland,New Zealand,Eclairs,31/12/2021,$126 ,18,
Madelene Upcott,USA,Organic Choco Syrup,31/12/2021,"$6,657 ",290,
Gunar Cockshoot,Canada,Orange Choco,31/12/2021,"$2,156 ",108,
Beverie Moffet,Australia,Drinking Coco,31/12/2021,"$8,736 ",336,
Wilone O'Kielt,USA,Caramel Stuffed Bars,31/12/2021,"$1,225 ",77,
Karlen McCaffrey,New Zealand,Orange Choco,31/12/2021,"$3,766 ",189,
Jan Morforth,India,Eclairs,03/01/2022,"$5,355 ",910,
Ches Bonnell,UK,Orange Choco,03/01/2022,"$3,297 ",184,
Oby Sorrel,UK,Orange Choco,03/01/2022,"$3,899 ",217,
Oby Sorrel,Canada,70% Dark Bites,03/01/2022,"$1,113 ",159,
Van Tuxwell,India,Smooth Sliky Salty,03/01/2022,"$6,580 ",1120,
Husein Augar,India,Fruit & Nut Bars,03/01/2022,"$7,420 ",464,
Roddy Speechley,UK,Organic Choco Syrup,03/01/2022,"$2,632 ",115,
Madelene Upcott,Australia,Baker's Choco Chips,03/01/2022,"$11,368 ",474,
Gigi Bohling,Canada,70% Dark Bites,03/01/2022,"$2,520 ",280,
Dotty Strutley,Australia,99% Dark & Pure,03/01/2022,"$1,897 ",83,
Madelene Upcott,India,Fruit & Nut Bars,03/01/2022,"$3,031 ",203,
Andria Kimpton,Australia,Raspberry Choco,03/01/2022,"$8,764 ",399,
Gunar Cockshoot,USA,Mint Chip Choco,03/01/2022,"$6,153 ",513,
Kelci Walkden,Canada,White Choc,03/01/2022,"$2,422 ",202,
Mallorie Waber,India,Manuka Honey Choco,03/01/2022,"$1,862 ",81,
Rafaelita Blaksland,New Zealand,After Nines,03/01/2022,"$8,400 ",467,
Kelci Walkden,Canada,99% Dark & Pure,03/01/2022,"$4,011 ",175,
Ches Bonnell,India,Caramel Stuffed Bars,03/01/2022,"$19,026 ",1260,
Ches Bonnell,Canada,After Nines,03/01/2022,"$2,660 ",148,
Jan Morforth,Australia,White Choc,03/01/2022,"$15,386 ",1190,
Barr Faughny,Canada,Mint Chip Choco,03/01/2022,"$2,065 ",173,
Marney O'Breen,UK,Mint Chip Choco,03/01/2022,"$2,968 ",248,
Van Tuxwell,Canada,Organic Choco Syrup,03/01/2022,"$9,772 ",445,
Roddy Speechley,USA,Eclairs,03/01/2022,"$1,274 ",213,
Mallorie Waber,USA,Peanut Butter Cubes,03/01/2022,"$5,047 ",266,
Husein Augar,USA,Orange Choco,03/01/2022,"$1,967 ",104,
Ches Bonnell,Canada,Eclairs,03/01/2022,"$5,075 ",700,
Marney O'Breen,USA,Raspberry Choco,03/01/2022,"$4,536 ",207,
Andria Kimpton,Canada,Manuka Honey Choco,03/01/2022,$126 ,6,
Andria Kimpton,USA,After Nines,03/01/2022,"$2,646 ",156,
Brien Boise,India,Baker's Choco Chips,03/01/2022,"$2,576 ",108,
Wilone O'Kielt,Canada,Orange Choco,03/01/2022,"$8,337 ",464,
Karlen McCaffrey,New Zealand,Mint Chip Choco,03/01/2022,"$3,885 ",299,
Marney O'Breen,UK,Raspberry Choco,03/01/2022,"$8,085 ",405,
Brien Boise,India,Manuka Honey Choco,03/01/2022,"$5,544 ",242,
Curtice Advani,Canada,Peanut Butter Cubes,03/01/2022,"$5,250 ",277,
Marney O'Breen,Canada,50% Dark Bites,03/01/2022,"$4,788 ",192,
Kelci Walkden,Australia,Peanut Butter Cubes,03/01/2022,"$3,717 ",196,
Rafaelita Blaksland,Australia,Raspberry Choco,03/01/2022,"$4,165 ",190,
Dennison Crosswaite,New Zealand,Organic Choco Syrup,03/01/2022,"$1,813 ",83,
Roddy Speechley,New Zealand,Fruit & Nut Bars,03/01/2022,"$5,005 ",358,
Van Tuxwell,UK,Fruit & Nut Bars,03/01/2022,"$13,538 ",910,
Brien Boise,USA,85% Dark Bars,03/01/2022,"$8,715 ",485,
Beverie Moffet,Australia,Mint Chip Choco,03/01/2022,"$2,905 ",243,
Gigi Bohling,Canada,Organic Choco Syrup,03/01/2022,"$1,197 ",50,
Gigi Bohling,Canada,50% Dark Bites,03/01/2022,"$3,843 ",148,
Curtice Advani,UK,Almond Choco,03/01/2022,"$3,234 ",231,
Brien Boise,USA,Caramel Stuffed Bars,03/01/2022,$756 ,48,
Karlen McCaffrey,Canada,50% Dark Bites,03/01/2022,"$2,961 ",110,
Beverie Moffet,Canada,Eclairs,03/01/2022,"$12,425 ",2100,
Van Tuxwell,UK,Almond Choco,03/01/2022,"$6,139 ",439,
Wilone O'Kielt,India,Raspberry Choco,04/01/2022,"$3,619 ",173,
Andria Kimpton,USA,Caramel Stuffed Bars,04/01/2022,"$1,225 ",77,
Dennison Crosswaite,UK,Mint Chip Choco,04/01/2022,"$8,827 ",631,
Jan Morforth,India,Drinking Coco,04/01/2022,"$6,398 ",256,
Dotty Strutley,Australia,Caramel Stuffed Bars,04/01/2022,$588 ,35,
Brien Boise,New Zealand,Manuka Honey Choco,04/01/2022,"$3,948 ",180,
Husein Augar,Canada,Manuka Honey Choco,04/01/2022,"$6,349 ",289,
Oby Sorrel,Canada,Organic Choco Syrup,04/01/2022,"$4,893 ",223,
Marney O'Breen,UK,Manuka Honey Choco,04/01/2022,"$5,320 ",232,
Roddy Speechley,USA,Choco Coated Almonds,04/01/2022,"$5,719 ",520,
Wilone O'Kielt,USA,Smooth Sliky Salty,04/01/2022,"$6,692 ",840,
Madelene Upcott,UK,85% Dark Bars,04/01/2022,"$16,345 ",840,
Jan Morforth,UK,85% Dark Bars,04/01/2022,"$10,290 ",572,
Karlen McCaffrey,Canada,Organic Choco Syrup,04/01/2022,"$8,022 ",349,
Ches Bonnell,UK,50% Dark Bites,04/01/2022,$770 ,31,
Curtice Advani,Australia,Smooth Sliky Salty,04/01/2022,"$3,465 ",495,
Gunar Cockshoot,UK,Fruit & Nut Bars,04/01/2022,"$12,327 ",910,
Mallorie Waber,New Zealand,After Nines,04/01/2022,"$12,369 ",700,
Kaine Padly,New Zealand,White Choc,04/01/2022,"$3,696 ",308,
Mallorie Waber,UK,50% Dark Bites,04/01/2022,"$5,397 ",208,
Van Tuxwell,India,Milk Bars,04/01/2022,"$1,449 ",86,
Van Tuxwell,Canada,After Nines,04/01/2022,"$13,013 ",840,
Dennison Crosswaite,USA,Organic Choco Syrup,04/01/2022,"$6,447 ",281,
Oby Sorrel,USA,Caramel Stuffed Bars,04/01/2022,"$7,980 ",470,
Karlen McCaffrey,Canada,Mint Chip Choco,04/01/2022,"$2,485 ",192,
Barr Faughny,India,85% Dark Bars,04/01/2022,"$7,826 ",435,
Barr Faughny,USA,Peanut Butter Cubes,04/01/2022,"$20,097 ",1050,
Gunar Cockshoot,Canada,Organic Choco Syrup,04/01/2022,"$3,857 ",161,
Gunar Cockshoot,Australia,Almond Choco,04/01/2022,$168 ,12,
Barr Faughny,New Zealand,Fruit & Nut Bars,04/01/2022,$308 ,21,
Dotty Strutley,Canada,Milk Bars,04/01/2022,"$5,964 ",373,
Dotty Strutley,UK,Caramel Stuffed Bars,04/01/2022,"$1,344 ",84,
Andria Kimpton,New Zealand,Raspberry Choco,04/01/2022,"$2,100 ",96,
Beverie Moffet,Australia,85% Dark Bars,04/01/2022,"$1,988 ",100,
Karlen McCaffrey,India,Orange Choco,04/01/2022,"$3,255 ",181,
Van Tuxwell,Australia,70% Dark Bites,04/01/2022,"$17,206 ",2450,
Curtice Advani,New Zealand,Drinking Coco,04/01/2022,$602 ,24,
Dennison Crosswaite,UK,Peanut Butter Cubes,04/01/2022,"$1,281 ",76,
Kaine Padly,USA,85% Dark Bars,04/01/2022,"$1,148 ",64,
Brien Boise,New Zealand,Almond Choco,04/01/2022,"$13,636 ",840,
Beverie Moffet,UK,After Nines,04/01/2022,"$8,274 ",460,
Gunar Cockshoot,UK,Peanut Butter Cubes,04/01/2022,"$3,878 ",229,
Roddy Speechley,New Zealand,50% Dark Bites,04/01/2022,"$17,129 ",635,
Kelci Walkden,New Zealand,Choco Coated Almonds,04/01/2022,"$4,781 ",435,
Ches Bonnell,India,Spicy Special Slims,04/01/2022,"$4,550 ",506,
Brien Boise,India,Raspberry Choco,04/01/2022,"$1,449 ",66,
Mallorie Waber,Canada,Caramel Stuffed Bars,04/01/2022,"$17,304 ",1050,
Kelci Walkden,India,Smooth Sliky Salty,04/01/2022,"$5,502 ",688,
Oby Sorrel,USA,99% Dark & Pure,04/01/2022,"$5,145 ",224,
Karlen McCaffrey,USA,Smooth Sliky Salty,04/01/2022,"$1,708 ",214,
Brien Boise,Canada,70% Dark Bites,04/01/2022,"$8,239 ",1190,
Camilla Castle,USA,Organic Choco Syrup,04/01/2022,"$9,583 ",417,
Roddy Speechley,India,Mint Chip Choco,05/01/2022,"$9,387 ",770,
Kelci Walkden,USA,99% Dark & Pure,05/01/2022,"$5,649 ",246,
Andria Kimpton,Canada,Fruit & Nut Bars,05/01/2022,"$10,857 ",679,
Jan Morforth,Canada,Almond Choco,05/01/2022,"$4,802 ",343,
Kelci Walkden,India,Peanut Butter Cubes,05/01/2022,"$3,647 ",203,
Gunar Cockshoot,India,Almond Choco,05/01/2022,"$2,737 ",172,
Brien Boise,UK,50% Dark Bites,05/01/2022,"$2,905 ",112,
Van Tuxwell,India,After Nines,05/01/2022,"$11,641 ",647,
Curtice Advani,USA,Smooth Sliky Salty,05/01/2022,"$4,963 ",840,
Roddy Speechley,USA,Peanut Butter Cubes,05/01/2022,"$3,822 ",213,
Brien Boise,USA,50% Dark Bites,05/01/2022,"$2,240 ",90,
Jan Morforth,USA,Manuka Honey Choco,05/01/2022,"$14,546 ",633,
Barr Faughny,Canada,Smooth Sliky Salty,05/01/2022,"$3,556 ",593,
Roddy Speechley,Canada,Almond Choco,05/01/2022,$784 ,53,
Jehu Rudeforth,USA,Mint Chip Choco,05/01/2022,$49 ,4,
Camilla Castle,India,Choco Coated Almonds,05/01/2022,"$2,653 ",266,
Camilla Castle,UK,After Nines,05/01/2022,"$6,979 ",437,
Gigi Bohling,India,99% Dark & Pure,05/01/2022,"$7,945 ",332,
Oby Sorrel,India,Eclairs,05/01/2022,"$9,016 ",1260,
Marney O'Breen,Australia,Mint Chip Choco,05/01/2022,"$6,713 ",560,
Van Tuxwell,Canada,Drinking Coco,05/01/2022,"$7,364 ",273,
Wilone O'Kielt,India,Baker's Choco Chips,05/01/2022,"$5,761 ",251,
Jan Morforth,Canada,Caramel Stuffed Bars,05/01/2022,"$9,870 ",581,
Gigi Bohling,Australia,85% Dark Bars,05/01/2022,"$7,231 ",381,
Madelene Upcott,New Zealand,Manuka Honey Choco,05/01/2022,"$13,923 ",633,
Wilone O'Kielt,India,99% Dark & Pure,05/01/2022,"$7,357 ",307,
Van Tuxwell,India,Manuka Honey Choco,05/01/2022,"$8,869 ",404,
Dotty Strutley,India,85% Dark Bars,05/01/2022,"$17,731 ",910,
Madelene Upcott,New Zealand,Orange Choco,05/01/2022,"$14,462 ",770,
Rafaelita Blaksland,New Zealand,Drinking Coco,05/01/2022,"$1,302 ",53,
Beverie Moffet,UK,Spicy Special Slims,05/01/2022,"$10,038 ",1120,
Curtice Advani,Canada,Choco Coated Almonds,05/01/2022,"$14,245 ",1400,
Dennison Crosswaite,USA,Mint Chip Choco,05/01/2022,"$3,311 ",276,
Van Tuxwell,Australia,Almond Choco,05/01/2022,"$10,122 ",633,
Mallorie Waber,India,Peanut Butter Cubes,05/01/2022,"$6,874 ",382,
Wilone O'Kielt,UK,Mint Chip Choco,05/01/2022,"$17,164 ",1330,
Oby Sorrel,Australia,99% Dark & Pure,05/01/2022,"$1,589 ",73,
Andria Kimpton,Australia,99% Dark & Pure,05/01/2022,"$9,142 ",416,
Mallorie Waber,Canada,Raspberry Choco,05/01/2022,"$3,227 ",154,
Jan Morforth,New Zealand,Orange Choco,05/01/2022,"$3,500 ",175,
Gigi Bohling,Canada,Almond Choco,05/01/2022,"$5,222 ",327,
Madelene Upcott,Canada,Peanut Butter Cubes,05/01/2022,"$7,497 ",417,
Jan Morforth,Canada,Mint Chip Choco,05/01/2022,"$6,916 ",494,
Kaine Padly,Canada,Eclairs,05/01/2022,"$10,248 ",1260,
Gunar Cockshoot,Canada,Eclairs,05/01/2022,"$5,040 ",630,
Oby Sorrel,Canada,50% Dark Bites,05/01/2022,"$2,093 ",78,
Jan Morforth,USA,Organic Choco Syrup,05/01/2022,"$8,939 ",407,
Madelene Upcott,India,Organic Choco Syrup,05/01/2022,"$2,177 ",99,
Barr Faughny,Australia,99% Dark & Pure,05/01/2022,"$10,395 ",473,
Andria Kimpton,Canada,85% Dark Bars,05/01/2022,"$10,738 ",566,
Beverie Moffet,UK,Fruit & Nut Bars,06/01/2022,"$6,867 ",491,
Oby Sorrel,USA,Eclairs,06/01/2022,"$6,454 ",1050,
Van Tuxwell,USA,Drinking Coco,06/01/2022,"$1,267 ",51,
Gunar Cockshoot,Australia,Mint Chip Choco,06/01/2022,$343 ,27,
Camilla Castle,New Zealand,70% Dark Bites,06/01/2022,"$1,029 ",147,
Jan Morforth,Australia,70% Dark Bites,06/01/2022,"$3,836 ",480,
Rafaelita Blaksland,Australia,White Choc,06/01/2022,"$4,011 ",365,
Gunar Cockshoot,UK,Orange Choco,06/01/2022,"$4,508 ",251,
Andria Kimpton,USA,Peanut Butter Cubes,06/01/2022,"$6,013 ",354,
Marney O'Breen,New Zealand,Drinking Coco,06/01/2022,$469 ,19,
Camilla Castle,UK,Fruit & Nut Bars,06/01/2022,"$5,117 ",342,
Jan Morforth,Australia,Peanut Butter Cubes,06/01/2022,"$3,913 ",218,
Dotty Strutley,Australia,Spicy Special Slims,06/01/2022,"$9,289 ",910,
Dotty Strutley,Australia,50% Dark Bites,06/01/2022,"$4,179 ",155,
Oby Sorrel,India,Orange Choco,06/01/2022,"$1,715 ",86,
Gigi Bohling,India,85% Dark Bars,06/01/2022,$791 ,40,
Beverie Moffet,India,Milk Bars,06/01/2022,"$9,954 ",586,
Camilla Castle,New Zealand,Milk Bars,06/01/2022,"$20,090 ",1260,
Madelene Upcott,Canada,Fruit & Nut Bars,06/01/2022,$651 ,44,
Kelci Walkden,UK,Caramel Stuffed Bars,06/01/2022,"$5,159 ",323,
Kelci Walkden,New Zealand,99% Dark & Pure,06/01/2022,"$3,745 ",157,
Roddy Speechley,India,Drinking Coco,06/01/2022,"$4,102 ",152,
Marney O'Breen,India,Orange Choco,06/01/2022,"$2,177 ",109,
Brien Boise,USA,Baker's Choco Chips,06/01/2022,"$7,182 ",327,
Gunar Cockshoot,India,Fruit & Nut Bars,06/01/2022,"$1,456 ",98,
Roddy Speechley,UK,Peanut Butter Cubes,06/01/2022,"$6,783 ",357,
Beverie Moffet,New Zealand,Orange Choco,06/01/2022,"$6,006 ",301,
Brien Boise,Canada,Manuka Honey Choco,06/01/2022,$392 ,19,
Camilla Castle,USA,70% Dark Bites,06/01/2022,"$1,715 ",245,
Brien Boise,Canada,Mint Chip Choco,06/01/2022,"$13,657 ",1120,
Roddy Speechley,Canada,Orange Choco,06/01/2022,"$5,215 ",275,
Gunar Cockshoot,India,Baker's Choco Chips,06/01/2022,"$4,221 ",176,
Marney O'Breen,UK,After Nines,06/01/2022,"$7,112 ",419,
Kaine Padly,Canada,White Choc,06/01/2022,"$5,810 ",447,
Wilone O'Kielt,USA,Orange Choco,06/01/2022,"$7,700 ",406,
Gigi Bohling,India,Manuka Honey Choco,06/01/2022,"$8,652 ",394,
Husein Augar,India,Caramel Stuffed Bars,06/01/2022,"$12,390 ",770,
Camilla Castle,India,85% Dark Bars,06/01/2022,"$6,202 ",345,
Gigi Bohling,India,Raspberry Choco,06/01/2022,"$6,608 ",331,
Mallorie Waber,USA,Spicy Special Slims,06/01/2022,"$8,561 ",1050,
Jan Morforth,UK,Almond Choco,06/01/2022,$833 ,60,
Beverie Moffet,UK,Drinking Coco,06/01/2022,"$10,381 ",385,
Andria Kimpton,USA,Drinking Coco,06/01/2022,$378 ,14,
Wilone O'Kielt,Australia,White Choc,06/01/2022,$301 ,28,
Mallorie Waber,Canada,Peanut Butter Cubes,06/01/2022,"$4,900 ",258,
Kelci Walkden,UK,Orange Choco,06/01/2022,"$4,053 ",214,
Beverie Moffet,USA,85% Dark Bars,06/01/2022,"$8,281 ",415,
Camilla Castle,New Zealand,85% Dark Bars,06/01/2022,"$2,905 ",153,
Andria Kimpton,UK,Peanut Butter Cubes,06/01/2022,"$13,111 ",691,
Mallorie Waber,UK,85% Dark Bars,06/01/2022,"$4,403 ",232,
Jehu Rudeforth,New Zealand,Smooth Sliky Salty,06/01/2022,$266 ,34,
Oby Sorrel,Australia,Almond Choco,06/01/2022,$875 ,59,
Mallorie Waber,India,Orange Choco,06/01/2022,"$3,381 ",170,
Dennison Crosswaite,Australia,Peanut Butter Cubes,06/01/2022,"$7,588 ",422,
Madelene Upcott,India,Almond Choco,06/01/2022,"$1,092 ",78,
Van Tuxwell,India,Eclairs,06/01/2022,"$3,899 ",488,
Dotty Strutley,India,Manuka Honey Choco,06/01/2022,"$7,812 ",356,
Husein Augar,Australia,Raspberry Choco,06/01/2022,"$4,697 ",214,
Rafaelita Blaksland,India,85% Dark Bars,06/01/2022,"$7,168 ",378,
Jan Morforth,India,Smooth Sliky Salty,06/01/2022,"$8,260 ",1400,
Mallorie Waber,New Zealand,Smooth Sliky Salty,06/01/2022,"$1,827 ",261,
Madelene Upcott,UK,99% Dark & Pure,07/01/2022,"$15,806 ",659,
Mallorie Waber,UK,Almond Choco,07/01/2022,"$4,067 ",255,
Dotty Strutley,India,Baker's Choco Chips,07/01/2022,"$4,088 ",178,
Camilla Castle,UK,Almond Choco,07/01/2022,"$5,467 ",391,
Madelene Upcott,India,Spicy Special Slims,07/01/2022,"$6,790 ",770,
Barr Faughny,USA,Choco Coated Almonds,07/01/2022,"$2,786 ",279,
Wilone O'Kielt,UK,White Choc,07/01/2022,"$4,172 ",348,
Dotty Strutley,India,White Choc,07/01/2022,"$1,897 ",159,
Oby Sorrel,Canada,Smooth Sliky Salty,07/01/2022,"$2,296 ",383,
Camilla Castle,Australia,Caramel Stuffed Bars,07/01/2022,$658 ,39,
Oby Sorrel,Canada,Peanut Butter Cubes,07/01/2022,"$9,303 ",490,
Ches Bonnell,Canada,Spicy Special Slims,07/01/2022,"$11,711 ",1330,
Mallorie Waber,India,Milk Bars,07/01/2022,$245 ,15,
Andria Kimpton,India,Orange Choco,07/01/2022,"$9,303 ",466,
Gunar Cockshoot,Canada,50% Dark Bites,07/01/2022,"$3,059 ",118,
Ches Bonnell,Canada,Organic Choco Syrup,07/01/2022,"$9,233 ",402,
Karlen McCaffrey,UK,99% Dark & Pure,07/01/2022,"$3,640 ",159,
Barr Faughny,UK,70% Dark Bites,10/01/2022,"$13,328 ",1890,
Rafaelita Blaksland,Australia,After Nines,10/01/2022,"$3,437 ",191,
Gigi Bohling,USA,Orange Choco,10/01/2022,"$2,807 ",141,
Andria Kimpton,India,99% Dark & Pure,10/01/2022,"$5,838 ",244,
Curtice Advani,Australia,85% Dark Bars,10/01/2022,"$7,938 ",441,
Oby Sorrel,USA,Manuka Honey Choco,10/01/2022,"$1,771 ",85,
Mallorie Waber,India,70% Dark Bites,10/01/2022,"$2,457 ",273,
Curtice Advani,Australia,Fruit & Nut Bars,10/01/2022,"$2,919 ",183,
Beverie Moffet,Canada,Orange Choco,10/01/2022,"$4,221 ",223,
Van Tuxwell,New Zealand,Raspberry Choco,10/01/2022,"$3,668 ",167,
Camilla Castle,USA,Almond Choco,10/01/2022,"$6,062 ",379,
Curtice Advani,USA,Caramel Stuffed Bars,10/01/2022,"$1,190 ",80,
Jan Morforth,USA,Smooth Sliky Salty,10/01/2022,"$2,856 ",476,
Dotty Strutley,USA,85% Dark Bars,10/01/2022,"$6,755 ",356,
Beverie Moffet,India,Spicy Special Slims,10/01/2022,"$15,946 ",1960,
Curtice Advani,UK,Manuka Honey Choco,10/01/2022,"$1,568 ",72,
Van Tuxwell,USA,Caramel Stuffed Bars,10/01/2022,"$9,044 ",603,
Oby Sorrel,USA,70% Dark Bites,10/01/2022,"$16,492 ",2380,
Jehu Rudeforth,Canada,Orange Choco,10/01/2022,"$2,198 ",123,
Van Tuxwell,Australia,Orange Choco,10/01/2022,"$8,015 ",446,
Dennison Crosswaite,New Zealand,Raspberry Choco,10/01/2022,"$1,813 ",83,
Marney O'Breen,India,Organic Choco Syrup,10/01/2022,"$1,792 ",82,
Gunar Cockshoot,New Zealand,Milk Bars,10/01/2022,"$9,695 ",647,
Dennison Crosswaite,India,Peanut Butter Cubes,10/01/2022,$238 ,14,
Roddy Speechley,UK,Eclairs,10/01/2022,$175 ,30,
Karlen McCaffrey,USA,99% Dark & Pure,10/01/2022,"$6,069 ",264,
Madelene Upcott,India,Peanut Butter Cubes,10/01/2022,"$9,310 ",518,
Karlen McCaffrey,Australia,Almond Choco,10/01/2022,"$15,036 ",910,
Dennison Crosswaite,UK,Baker's Choco Chips,10/01/2022,"$2,450 ",103,
Andria Kimpton,India,Smooth Sliky Salty,10/01/2022,"$3,801 ",634,
Mallorie Waber,Australia,Choco Coated Almonds,10/01/2022,"$3,836 ",349,
